Submodel_Name,Powertrain_Name,Powertrain_Link,Related_Models,Markets_Sold,EEC_segmentation,Body_Style,Traction,Length,Width,Height,Wheelbase,Weight,Engine_Manufacturer,Engine_Type,Fuel_Type,Fuel_System,Charge_System,Valves_Per_Cylinder,Additional_Features,Cylinders_Alignment,Displacement,Horsepower,Torque,Transmission,Transmission_Type,Number_Of_Gears,Top_Speed,0_100_kmh_(sec),ECE90_120_city_comb,EU_NEDC_Australia_ADR82,Battery_Capacity,Battery_Capacity_Net,E_Power_Cons_NEDC_comb,E_Power_Cons_WLTP_comb,E_Range_NEDC_comb,E_Range_WLTP_comb,E_Range_NEDC_city,E_Range_WLTP_city,Simulation_Based_Consumption
2010 Alfa Romeo 159 Sedan ,Alfa Romeo 159 1.9 JTDm 16V Q-Tronic (aut. 6 speed),/car/2010/1184705/alfa_romeo_159_1_9_jtdm_16v_q-tronic.html,,Europe        Australia,D (large cars),sedan,FWD (front-wheel drive),4660 mm / 183.5 in,1828 mm / 72 in,1422 mm / 56 in,2703 mm / 106.4 in,1495 kg / 3296 lbs,Fiat JTD/Multijet-series,diesel,diesel fuel,common rail,turbocharger,4,"DOHC; Bosch EDC16; Garrett GT1749V variable geometry turbo 1,0bar; intercooler",Line 4,1910 cm3 / 116.7 cui,110 kW / 150 PS / 148 hp  (ECE),320 Nm / 236 ft-lb,Aisin Warner TF-80SC,automatic,6,209 km/h / 130 mph,9.5, ,9.5 / 5.2 / 6.8 l/100km,,,,,,,,,4.8-5.8 / 8.2-9.8 / 5.2-6.2 / 6.7
2010 Alfa Romeo 159 Sedan ,Alfa Romeo 159 2.0 JTDm 16V (136) (man. 6 speed),/car/2010/1437230/alfa_romeo_159_2_0_jtdm_16v_136.html,,Europe,D (large cars),sedan,FWD (front-wheel drive),4660 mm / 183.5 in,1828 mm / 72 in,1422 mm / 56 in,2703 mm / 106.4 in,1490 kg / 3285 lbs,Fiat JTDm (Multijet)-series,diesel,diesel fuel,common rail,turbocharger,4,DOHC; Multijet; variable geometry turbo; intercooler,Line 4,1956 cm3 / 119.6 cui,100 kW / 136 PS / 134 hp  (ECE),350 Nm / 258 ft-lb,,manual,6,202 km/h / 126 mph,9.9, ,6.6 / 4.2 / 5.1 l/100km,,,,,,,,,5-6 / 8.4-10.1 / 5.7-6.8 / 6.9
2010 Alfa Romeo 159 Sedan ,Alfa Romeo 159 2.0 JTDm 16V (170) (man. 6 speed),/car/2010/1184720/alfa_romeo_159_2_0_jtdm_16v_170.html,,Europe,D (large cars),sedan,FWD (front-wheel drive),4660 mm / 183.5 in,1828 mm / 72 in,1422 mm / 56 in,2703 mm / 106.4 in,1490 kg / 3285 lbs,Fiat JTDm (Multijet)-series,diesel,diesel fuel,common rail,turbocharger,4,DOHC; Multijet; variable geometry turbo; intercooler,Line 4,1956 cm3 / 119.6 cui,125 kW / 170 PS / 168 hp  (ECE),360 Nm / 265 ft-lb,GM F40WR,manual,6,218 km/h / 135 mph,8.8, ,7.1 / 4.4 / 5.4 l/100km,,,,,,,,,5-6 / 8.3-10 / 5.7-6.8 / 6.8
2010 Alfa Romeo 159 Sedan ,Alfa Romeo 159 2.0 JTDm 16V (170) (man. 6 speed),/car/2010/1437260/alfa_romeo_159_2_0_jtdm_16v_170.html,,Europe,D (large cars),sedan,FWD (front-wheel drive),4660 mm / 183.5 in,1828 mm / 72 in,1422 mm / 56 in,2703 mm / 106.4 in,1490 kg / 3285 lbs,Fiat JTDm (Multijet)-series,diesel,diesel fuel,common rail,turbocharger,4,DOHC; Multijet; variable geometry turbo; intercooler,Line 4,1956 cm3 / 119.6 cui,125 kW / 170 PS / 168 hp  (ECE),360 Nm / 265 ft-lb,GM F40WR,manual,6,218 km/h / 135 mph,8.8, ,6.9 / 4.3 / 5.3 l/100km,,,,,,,,,5-6 / 8.3-10 / 5.7-6.8 / 6.8
2010 Alfa Romeo 159 Sedan ,Alfa Romeo 159 2.0 JTDm 16V (170) Eco (man. 6 speed),/car/2010/1184735/alfa_romeo_159_2_0_jtdm_16v_170_eco.html,,Europe,D (large cars),sedan,FWD (front-wheel drive),4660 mm / 183.5 in,1828 mm / 72 in,1422 mm / 56 in,2703 mm / 106.4 in,1490 kg / 3285 lbs,Fiat JTDm (Multijet)-series,diesel,diesel fuel,common rail,turbocharger,4,DOHC; Multijet; variable geometry turbo; intercooler,Line 4,1956 cm3 / 119.6 cui,125 kW / 170 PS / 168 hp  (ECE),360 Nm / 265 ft-lb,GM F40WR,manual,6,218 km/h / 135 mph,8.8, ,6.6 / 4.3 / 5.1 l/100km,,,,,,,,,5-6 / 8.3-10 / 5.7-6.8 / 6.8
2010 Alfa Romeo 159 Sedan ,Alfa Romeo 159 2.0 JTDm 16V (170) Ti (man. 6 speed),/car/2010/1185350/alfa_romeo_159_2_0_jtdm_16v_170_ti.html,,Europe,D (large cars),sedan,FWD (front-wheel drive),4660 mm / 183.5 in,1828 mm / 72 in,1402 mm / 55.2 in,2703 mm / 106.4 in,1490 kg / 3285 lbs,Fiat JTDm (Multijet)-series,diesel,diesel fuel,common rail,turbocharger,4,DOHC; Multijet; variable geometry turbo; intercooler,Line 4,1956 cm3 / 119.6 cui,125 kW / 170 PS / 168 hp  (ECE),360 Nm / 265 ft-lb,GM F40WR,manual,6,218 km/h / 135 mph,8.8, ,7.1 / 4.4 / 5.4 l/100km,,,,,,,,,4.8-5.8 / 8.1-9.7 / 5.4-6.5 / 6.6
2010 Alfa Romeo 159 Sedan ,Alfa Romeo 159 2.4 JTDm 20V Q-Tronic (aut. 6 speed),/car/2010/1184750/alfa_romeo_159_2_4_jdtm_20v_turismo_q-tronic.html,,Europe        Australia,D (large cars),sedan,FWD (front-wheel drive),4660 mm / 183.5 in,1828 mm / 72 in,1422 mm / 56 in,2703 mm / 106.4 in,1605 kg / 3538 lbs,Fiat JTD/Multijet-series,diesel,diesel fuel,common rail,turbocharger,4,DOHC; Multijet; Garrett GT2256V variable geometry turbo 1.0bar; intercooler,Line 5,2387 cm3 / 145.9 cui,147 kW / 200 PS / 197 hp  (ECE),400 Nm / 295 ft-lb,Aisin Warner TF-80SC,automatic,6,225 km/h / 140 mph,8.3, ,11.4 / 5.8 / 7.9 l/100km,,,,,,,,,5.5-6.6 / 9.9-11.9 / 6-7.2 / 7.8
2010 Alfa Romeo 159 Sedan ,Alfa Romeo 159 2.4 JTDm 20V Ti Q-Tronic (aut. 6 speed),/car/2010/1185365/alfa_romeo_159_2_4_jdtm_20v_ti_q-tronic.html,,Europe,D (large cars),sedan,FWD (front-wheel drive),4660 mm / 183.5 in,1828 mm / 72 in,1402 mm / 55.2 in,2703 mm / 106.4 in,1605 kg / 3538 lbs,Fiat JTD/Multijet-series,diesel,diesel fuel,common rail,turbocharger,4,DOHC; Multijet; Garrett GT2256V variable geometry turbo 1.0bar; intercooler,Line 5,2387 cm3 / 145.9 cui,147 kW / 200 PS / 197 hp  (ECE),400 Nm / 295 ft-lb,Aisin Warner TF-80SC,automatic,6,225 km/h / 140 mph,8.3, ,11.4 / 5.8 / 7.9 l/100km,,,,,,,,,5.5-6.6 / 9.9-11.9 / 5.9-7.1 / 7.8
2010 Alfa Romeo 159 Sedan ,Alfa Romeo 159 2.4 JTDm 20V (man. 6 speed),/car/2010/1184765/alfa_romeo_159_2_4_jdtm_20v_turismo.html,,Europe        Australia,D (large cars),sedan,FWD (front-wheel drive),4660 mm / 183.5 in,1828 mm / 72 in,1422 mm / 56 in,2703 mm / 106.4 in,1585 kg / 3494 lbs,Fiat JTD/Multijet-series,diesel,diesel fuel,common rail,turbocharger,4,DOHC; Multijet; Garrett GT2256V variable geometry turbo 1.0bar; intercooler,Line 5,2387 cm3 / 145.9 cui,154.5 kW / 210 PS / 207 hp  (ECE),400 Nm / 295 ft-lb,GM F40WR,manual,6,231 km/h / 144 mph,8.1, ,9.2 / 5.4 / 6.8 l/100km,,,,,,,,,5.2-6.2 / 9-10.8 / 5.9-7.1 / 7.3
2010 Alfa Romeo 159 Sedan ,Alfa Romeo 159 2.4 JTDm 20V Ti (man. 6 speed),/car/2010/1185380/alfa_romeo_159_2_4_jdtm_20v_ti.html,,Europe,D (large cars),sedan,FWD (front-wheel drive),4660 mm / 183.5 in,1828 mm / 72 in,1402 mm / 55.2 in,2703 mm / 106.4 in,1585 kg / 3494 lbs,Fiat JTD/Multijet-series,diesel,diesel fuel,common rail,turbocharger,4,DOHC; Multijet; Garrett GT2256V variable geometry turbo 1.0bar; intercooler,Line 5,2387 cm3 / 145.9 cui,154.5 kW / 210 PS / 207 hp  (ECE),400 Nm / 295 ft-lb,GM F40WR,manual,6,231 km/h / 144 mph,8.1, ,9.2 / 5.4 / 6.8 l/100km,,,,,,,,,5.2-6.2 / 8.9-10.7 / 5.8-7 / 7.2
